rebalance_date,next_rebalance_date,portfolio_return_gross,transaction_cost,slippage_cost,portfolio_return_net,qqq_return,tqqq_return,excess_return,portfolio_value,qqq_value,tqqq_value,turnover
2021-02-01,2021-03-01,0.1566007582762786,0.0,0.0,0.1566007582762786,0.0036287128582337402,-0.00123567681228276,0.15297204541804485,1577837.4748311704,289821.3306222477,973142.018510221,0.6666666666666666
2021-03-01,2021-04-01,-0.19440176306928802,0.0,0.0,-0.19440176306928802,0.004295274166974394,-0.011340227833914418,-0.19869703723626242,1271103.0878871975,291066.1926967077,962106.3663055598,0.6666666666666666
2021-04-01,2021-05-03,-0.0322332403880891,0.0,0.0,-0.0322332403880891,0.035801119618239285,0.10427531394240352,-0.06803436000632838,1230131.3164972872,301486.6882782679,1062430.3096980571,1.3333333333333333
2021-05-03,2021-06-01,-0.059007180964771644,0.0,0.0,-0.059007180964771644,-0.010023832325493531,-0.04069878829588136,-0.04898334863927811,1157544.735294299,298464.63626659825,1019190.6834445283,0.0
2021-06-01,2021-07-01,0.07170654178104992,0.0,0.0,0.07170654178104992,0.06658640231714652,0.20641800832198465,0.005120139463903398,1240548.2652191138,318338.32261448674,1229569.9944214702,1.3333333333333333
2021-07-01,2021-08-02,-0.07335582031155874,0.0,0.0,-0.07335582031155874,0.02828791812949416,0.08273489349047125,-0.1016437384410529,1149546.8295878845,327343.45102208585,1331298.33694901,1.3333333333333333
2021-08-02,2021-09-01,0.09756657735694332,0.0,0.0,0.09756657735694332,0.04382881727203691,0.13270543600684803,0.05373776008490641,1261704.1792622998,341690.52732213086,1507968.8632090199,2.0
2021-09-01,2021-10-01,-0.09047925445798813,0.0,0.0,-0.09047925445798813,-0.05255327528836784,-0.15614412397880473,-0.03792597916962029,1147546.125776119,323733.5709763433,1272508.3860759335,0.6666666666666666
2021-10-01,2021-11-01,0.1581745939356458,0.0,0.0,0.1581745939356458,0.07565659893537813,0.23533605194524498,0.08251799500026769,1329058.7682431801,348226.15191761835,1571975.4857222594,0.6666666666666666
2021-11-01,2021-12-01,0.026315136540666785,0.0,0.0,0.026315136540666785,-0.0007999758338946839,-0.010147365488985982,0.02711511237456147,1364033.13120007,347947.57941135415,1556024.0759289095,0.6666666666666666
2021-12-01,2022-01-03,-0.012825573366952116,0.0,0.0,-0.012825573366952116,0.03893631015412158,0.1033525442607881,-0.05176188352107369,1346538.62420091,361495.37428069045,1716843.1231072042,0.6666666666666666
2022-01-03,2022-02-01,-0.1814979490128693,0.0,0.0,-0.1814979490128693,-0.090022140844354,-0.2636007355904473,-0.0914758081685153,1102144.6256418342,328952.7867826116,1264282.0129627443,0.6666666666666666
2022-02-01,2022-03-01,0.020503628839962963,0.0,0.0,0.020503628839962963,-0.06574205114822373,-0.20584034712834154,0.08624567998818669,1124742.5899739543,307326.75584859843,1004041.7645463746,0.6666666666666666
2022-03-01,2022-04-01,0.12030409189062181,0.0,0.0,0.12030409189062181,0.060931175073573485,0.15767388225250656,0.05937291681704833,1260053.7258714768,326052.5362140028,1162352.9275060585,1.3333333333333333
2022-04-01,2022-05-02,-0.1325988854901882,0.0,0.0,-0.1325988854901882,-0.1198561342359642,-0.33972043748079483,-0.012742751254224,1092972.0061631599,286973.1396655607,767477.8824666177,0.6666666666666666
2022-05-02,2022-06-01,0.1022047482180172,0.0,0.0,0.1022047482180172,-0.03918599283934232,-0.15607844140466542,0.14139074105735952,1204678.934862407,275727.8122695424,647691.130758675,1.3333333333333333
2022-06-01,2022-07-01,-0.12104327954326244,0.0,0.0,-0.12104327954326244,-0.07623434241278804,-0.24442366930190795,-0.0448089371304744,1058860.645789977,254707.8838162572,489380.08800433786,0.6666666666666666
2022-07-01,2022-08-01,-0.05345961193276427,0.0,0.0,-0.05345961193276427,0.11746360848630433,0.3657237234355599,-0.1709232204190686,1002254.3665751686,284626.79095922515,668357.9959645062,0.0
2022-08-01,2022-09-01,0.06193693620852082,0.0,0.0,0.06193693620852082,-0.05033786364594306,-0.1642150077162391,0.11227479985446387,1064330.9313424462,270299.2863659373,558603.5824999847,2.0
2022-09-01,2022-10-03,-0.04730754366800186,0.0,0.0,-0.04730754366800186,-0.08476450386175294,-0.25790251120542906,0.037456960193751075,1013980.0493307584,247387.5014629428,414538.31580488954,1.3333333333333333
2022-10-03,2022-11-01,0.015428925765112123,0.0,0.0,0.015428925765112123,0.0057766580789311295,-0.017424926206441982,0.009652267686180993,1029624.6722391874,248816.57447189526,407315.01624224667,0.0
2022-11-01,2022-12-01,0.043098119148857264,0.0,0.0,0.043098119148857264,0.06764553137673723,0.16699545914211633,-0.02454741222787997,1073999.559041955,265647.90386738617,475334.77439509914,0.6666666666666666
2022-12-01,2023-01-03,-0.007762903292450777,0.0,0.0,-0.007762903292450777,-0.09739490697264097,-0.28249216117684217,0.0896320036801902,1065662.2043289775,239775.15098274505,341056.42669372086,1.3333333333333333
2023-01-03,2023-02-01,0.12311396954318772,0.0,0.0,0.12311396954318772,0.1377798943364661,0.442342053926029,-0.01466592479327837,1196860.1084960615,272811.34594965784,491920.0269820935,0.6666666666666666
2023-02-01,2023-03-01,-0.044294360015463975,0.0,0.0,-0.044294360015463975,-0.032300937602759094,-0.11480124773234357,-0.01199342241270488,1143845.9559621897,263999.2836868132,435446.9941000211,0.6666666666666666
2023-03-01,2023-04-03,0.13798910877682288,0.0,0.0,0.13798910877682288,0.10111808869826366,0.3072526371561355,0.03687102007855922,1301684.240003385,290694.3866709345,569239.2313789646,1.3333333333333333
2023-04-03,2023-05-01,-0.008229019807015585,0.0,0.0,-0.008229019807015585,0.006372046736491832,0.003920200863397172,-0.014601066543507417,1290972.6546099172,292546.70488883747,571470.763505296,0.6666666666666666
2023-05-01,2023-06-01,0.1573932926785945,0.0,0.0,0.1573932926785945,0.09255405785270887,0.2783104735169062,0.06483923482588563,1494163.091476998,319623.0895377383,730517.0622975228,1.3333333333333333
2023-06-01,2023-07-03,0.061053034073406634,0.0,0.0,0.061053034073406634,0.05337329347436626,0.14997349675247462,0.007679740599040377,1585386.2816121697,336682.4264968196,840075.2605676276,0.6666666666666666
2023-07-03,2023-08-01,0.17859017898174404,0.0,0.0,0.17859017898174404,0.033757394120219164,0.0891472690742594,0.14483278486152487,1868520.7014004888,348047.9478614244,914965.6758640786,0.6666666666666666
2023-08-01,2023-09-01,0.058863906177816366,0.0,0.0,0.058863906177816366,-0.013584593966043501,-0.059386121327610786,0.07244850014385987,1978509.128659035,343319.8578090123,860629.413226615,0.6666666666666666
2023-09-01,2023-10-02,-0.028505176750315237,0.0,0.0,-0.028505176750315237,-0.04186284114892036,-0.1345834858079853,0.013357664398605123,1922111.376244497,328947.5131382837,744802.9068056962,0.0
2023-10-02,2023-11-01,-0.07208334077445888,0.0,0.0,-0.07208334077445888,-0.011902764554817646,-0.0548394406276993,-0.060180576219641235,1783559.1669042008,325032.1283385059,703958.3320185874,0.0
2023-11-01,2023-12-01,0.2216564085593652,0.0,0.0,0.2216564085593652,0.09239127605499764,0.2834349162787366,0.12926513250436755,2178896.4862933196,355062.2614345722,903484.7029179948,0.6666666666666666
2023-12-01,2024-01-02,0.10494085727778213,0.0,0.0,0.10494085727778213,0.03504720348885093,0.09270536991055534,0.0698936537889312,2407551.7514844877,367506.2007622813,987242.5865105358,1.3333333333333333
2024-01-02,2024-02-01,-0.061130443852021196,0.0,0.0,-0.061130443852021196,0.04791478453299147,0.13234981006864688,-0.10904522838501267,2260377.04431953,385115.18118634436,1117903.955326885,0.6666666666666666
2024-02-01,2024-03-01,0.08052376186399748,0.0,0.0,0.08052376186399748,0.05624814824090385,0.1583487025882857,0.024275613623093634,2442391.1071591624,406777.19698753644,1294922.5962712101,0.6666666666666666
2024-03-01,2024-04-01,0.14972842783616408,0.0,0.0,0.14972842783616408,-0.00016063444017633266,-0.015309785374370888,0.1498890622763404,2808086.487795132,406711.85456022184,1275097.6092458747,1.3333333333333333
2024-04-01,2024-05-01,-0.23397967789853,0.0,0.0,-0.23397967789853,-0.05265773098914994,-0.1669356965393315,-0.18132194690938006,2151051.3158696126,385295.3311326914,1062238.3016907782,1.3333333333333333
2024-05-01,2024-06-03,0.4338530235570947,0.0,0.0,0.4338530235570947,0.07499047380086643,0.22364336488600478,0.3588625497562283,3084291.433086111,414188.8105675936,1299800.849791699,0.0
2024-06-03,2024-07-01,0.09157162764669505,0.0,0.0,0.09157162764669505,0.0652263049176045,0.19285648889271134,0.026345322729090542,3366725.0197505644,441204.8162191354,1550475.8779422888,0.6666666666666666
2024-07-01,2024-08-01,0.002437508629257512,0.0,0.0,0.002437508629257512,-0.046190129445907946,-0.15553782747841616,0.04862763807516546,3374931.4410385434,420825.50864581554,1309318.2283294552,0.0
2024-08-01,2024-09-03,-0.06645555264469508,0.0,0.0,-0.06645555264469508,0.004677326713039998,-0.015940612487582273,-0.07113287935773507,3150648.50698637,422793.84703893325,1288446.8938287275,0.0
2024-09-03,2024-10-01,0.13732101978058733,0.0,0.0,0.13732101978058733,0.04360293610023236,0.11697763780522696,0.09371808368035497,3583298.772935923,441228.9001349433,1439166.3679062943,0.6666666666666666
2024-10-01,2024-11-01,0.060436029182539125,0.0,0.0,0.060436029182539125,0.01279943549948892,0.021751617921149435,0.047636593683050205,3799859.1221468356,446876.380982731,1470470.5648659605,0.6666666666666666
2024-11-01,2024-12-02,0.5994381349688069,0.0,0.0,0.5994381349688069,0.05715695358295414,0.16283674928807246,0.5422811813858528,6077639.587470743,472418.47354787943,1709917.2115725293,0.6666666666666666
2024-12-02,2025-01-02,-0.02502622418793673,0.0,0.0,-0.02502622418793673,-0.008223009885830912,-0.04351006858738338,-0.016803214302105816,5925539.21662122,468533.7717696461,1635518.5964182613,0.6666666666666666
2025-01-02,2025-02-03,0.113288582158382,0.0,0.0,0.113288582158382,0.015443992901607695,0.02658006067697971,0.0978445892567743,6596835.1529961275,475769.80401502,1678990.7799493875,0.0
2025-02-03,2025-03-03,-0.11926336000005595,0.0,0.0,-0.11926336000005595,-0.04064778683343362,-0.13181355902756897,-0.07861557316662234,5810074.427283326,456430.814439633,1457677.029669785,0.0
2025-03-03,2025-04-01,0.024241048713729257,0.0,0.0,0.024241048713729257,-0.04757079817161103,-0.16105967090632367,0.07181184688534029,5950916.724505493,434718.0362866212,1222904.046983462,0.0
2025-04-01,2025-05-01,0.20261577388394963,0.0,0.0,0.20261577388394963,0.018997174082939328,-0.031559180762332883,0.1836185998010103,7156666.321960112,442976.45049895166,1184310.1971097225,0.0
2025-05-01,2025-06-02,0.18329303143109424,0.0,0.0,0.18329303143109424,0.08621928782885946,0.2614057581143747,0.09707374360223478,8468433.387053002,481169.5645859273,1493895.702027774,0.0
2025-06-02,2025-07-01,0.027859827775660873,0.0,0.0,0.027859827775660873,0.04662418620135078,0.1327526596686286,-0.01876435842568991,8704362.482745953,503603.70395960443,1692214.329739494,1.3333333333333333
2025-07-01,2025-08-01,0.05328631360746327,0.0,0.0,0.05328631360746327,0.012596192291624897,0.02509577324774348,0.04069012131583837,9168185.871754592,509947.1930534541,1734681.7568452188,1.3333333333333333
2025-08-01,2025-09-02,0.06321643540712592,0.0,0.0,0.06321643540712592,0.021195974250315164,0.050168895820475345,0.042020461156810754,9747765.90171689,520756.0206264356,1821708.8251860656,0.6666666666666666
2025-09-02,2025-10-01,0.07383813982086576,0.0,0.0,0.07383813982086576,0.06776510140168224,0.20533114321987123,0.006073038419183524,10467522.80330893,556045.1051697225,2195762.380875249,1.3333333333333333
2025-10-01,2025-11-03,0.2723298492090879,0.0,0.0,0.2723298492090879,0.04779114954517927,0.12836167053440817,0.22453869966390866,13318141.709926741,582619.1399447536,2477614.108181006,2.0
2025-11-03,2025-12-01,0.02491303045795834,0.0,0.0,0.02491303045795834,-0.023588799928129234,-0.08637599632826576,0.048501830386087574,13649936.979989551,568875.8536182982,2263607.721069904,0.6666666666666666
2025-12-01,2026-01-02,0.09868801753097131,0.0,0.0,0.09868801753097131,-0.005282181688965548,-0.02993575192340625,0.10397019921993686,14997022.199967412,565870.9480010208,2195844.921880048,0.6666666666666666
2026-01-02,2026-02-02,0.6073039125207716,0.0,0.0,0.6073039125207716,0.021235642460639692,0.052531037723495766,0.586068270060132,24104772.458168495,577887.5811316338,2311194.9343062756,0.6666666666666666
2026-02-02,2026-03-02,-0.04244807737773515,0.0,0.0,-0.04244807737773515,-0.028827439724084858,-0.09800356331203275,-0.013620637653650292,23081571.21169146,561228.5617192645,2084689.595235541,0.6666666666666666
2026-03-02,2026-04-01,0.0378787537054599,0.0,0.0,0.0378787537054599,-0.037894456504261154,-0.12874300802364746,0.07577321020972105,23955872.362754155,539961.1103982448,1816300.3859493174,0.0
2026-04-01,2026-05-01,0.5456249122826261,0.0,0.0,0.5456249122826261,0.15375404704839024,0.5105251848998698,0.39187086523423587,37026793.119335674,622982.3163707175,2743567.476319797,0.0
